Year,Loan / Grant No,DMC,Project Name,SF Source,OCR Loan,ADF Loan,ADF Grant,Other SF,Total,Cofinancier,Grant,Loan,Total,ADB Approval
2008,9125,MON,Poverty Reduction through Community-Based Natural Resource Management,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,05-Aug-2008
2008,2453/2454/0253/0254,BAN,Public-Private Infrastructure Development Facility,,82.00,83.00,0.00,0.00,165.00,IsDB,0.00,100.00,100.00,02-Oct-2008
2008,2406/0104,CAM,Road Asset Management,,0.00,6.00,0.00,0.00,6.00,Australia,4.80,0.00,41.80,21-Jan-2008
2008,2406/0104,CAM,Road Asset Management,,,,,,,IDA,0.00,30.00,,
2008,2406/0104,CAM,Road Asset Management,,,,,,,OFID,0.00,7.00,,
2008,0049/50,SOL,Road Improvement (Sector) (Supplementary),,0.00,0.00,0.00,0.00,0.00,Australia,0.47,0.00,0.47,30-Apr-2008
2008,2313/0072/0111,TAJ,Rural Development (Supplementary),,0.00,8.80,8.30,0.00,17.10,GEF,3.50,0.00,3.50,15-May-2008
2008,2476,IND,Rural Electrification of India,,225.00,0.00,0.00,0.00,225.00,EIB,0.00,100.00,180.00,27-Nov-2008
2008,2476,IND,Rural Electrification of India,,,,,,,KfW,0.00,80.00,,
2008,0093/8234,NEP,Rural Reconstruction and Rehabilitation Sector Development (Supplementary),,0.00,0.00,0.00,0.00,0.00,DFID,20.00,0.00,20.00,11-Nov-2008
2008,2462,BAN,Second Urban Governance and Infrastructure Improvement (Sector),,0.00,87.00,0.00,0.00,87.00,GTZ,4.70,0.00,40.80,28-Oct-2008
2008,2462,BAN,Second Urban Governance and Infrastructure Improvement (Sector),,,,,,,KfW,36.10,0.00,,
2008,2425/0140,BAN,Skills Development,,0.00,50.00,0.00,0.00,50.00,SDC,6.00,0.00,6.00,17-Dec-2008
2008,2466/0131,UZB,Surkhandarya Water Supply and Sanitation,,0.00,30.00,0.00,0.00,30.00,MDTF-WFPF,1.50,0.00,1.50,03-Nov-2008
2008,9124,MON,Water Point and Extension Station Establishment for Poor Herding Families,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,30-Jul-2008
2008,9122,FSM,Weno Water Supply Well Remediation,,0.00,0.00,0.00,0.00,0.00,JFPR,0.98,0.00,0.98,17-Jul-2008
2009,9134,IND,Capacity Building and Livelihood Enhancement of Poor Water Users,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,19-Jun-2009
2009,9141,NEP,Capacity Building for the Promotion of Legal Identity Among the Poor in Nepal,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,12-Oct-2009
2009,2562,KAZ,CAREC Transport Corridor I (Zhambyl Oblast Section)[Western Europe-Western People' Republic of China International Transit Corridor] Investment Program - Tranche 2,,187.00,0.00,0.00,0.00,187.00,EBRD,0.00,180.00,"2,475.00",07-Oct-2009
2009,2562,KAZ,CAREC Transport Corridor I (Zhambyl Oblast Section)[Western Europe-Western People' Republic of China International Transit Corridor] Investment Program - Tranche 2,,,,,,,IsDB,0.00,170.00,,
2009,2562,KAZ,CAREC Transport Corridor I (Zhambyl Oblast Section)[Western Europe-Western People' Republic of China International Transit Corridor] Investment Program - Tranche 2,,,,,,,World Bank,0.00,"2,125.00",,
2009,9139,MON,Demonstration Project for Improved Electricity Services to the Low-Income Communities in Rural Areas,,0.00,0.00,0.00,0.00,0.00,JFPR,2.40,0.00,2.40,09-Sep-2009
2009,9129,BAN,Developing Inclusive Insurance Sector,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,27-Jan-2009
2009,9137,LAO,Developing Model Health Villages in Northern Lao People's Democratic Republic,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,14-Aug-2009
2009,2450,PHI,Development Policy Support Program (Subprogram 2),,250.00,0.00,0.00,0.00,250.00,JICA,0.00,100.00,100.00,08-May-2009
2009,9138,MON,"Early Childhood Education for Rural, Nomadic, and Migrant Children",,0.00,0.00,0.00,0.00,0.00,JFPR,2.89,0.00,2.89,28-Aug-2009
2009,0078,SOL,Emergency Assistance (Supplementary),,0.00,0.00,0.00,0.00,0.00,EC,4.04,0.00,4.04,27-Aug-2009
2009,2409/0110/0146/8233/8239,BAN,Emergency Disaster Damage Rehabilitation (Sector) (Supplementary),,0.00,0.00,0.00,0.00,0.00,Netherlands,24.00,0.00,24.00,03-Feb-2009
2009,2587/0183,NEP,Energy Access and Efficiency Improvement,,0.00,65.00,0.00,0.00,65.00,CEF-CEFPF,4.20,0.00,4.20,27-Nov-2009
2009,2552/2553/8246,PAK,Energy Efficiency Investment Program - Tranche I,,40.00,20.00,0.00,0.00,60.00,AFD,0.00,25.00,25.00,22-Sep-2009
2009,2515/0148,PHI,Enhancing Midwives' Entrepreneurial and Financial Literacy,,50.00,0.00,0.00,0.00,50.00,GDCF,0.40,0.00,0.40,25-Mar-2009
2009,9135/0277/0382/0406,NEP,Establishing Women and Children Service Centers,,0.00,0.00,0.00,0.00,0.00,JFPR,0.75,0.00,0.75,03-Jul-2009
2009,9130,PNG,Extending the Socioeconomic Benefits of an Improved Road Network to Roadside Communities,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,02-Mar-2009
2009,9144,NEP,Flour Fortification in Chakki Mills,,0.00,0.00,0.00,0.00,0.00,JFPR,1.80,0.00,1.80,09-Dec-2009
2009,9140,VIE,Formalizing Microfinance Institutions,,0.00,0.00,0.00,0.00,0.00,JFPR,1.50,0.00,1.50,05-Oct-2009
2009,2539,CAM,Greater Mekong Subregion: Cambodia Northwest Provincial Road Improvement,,0.00,16.26,0.00,0.00,16.26,KEXIM,0.00,25.58,25.58,24-Aug-2009
2009,2288/2602/0187,CAM,Greater Mekong Subregion: Rehabilitation of the Railway in Cambodia (Supplementary),,0.00,0.00,0.00,0.00,0.00,Australia,21.50,0.00,21.50,15-Dec-2009
2009,2574/0171,PRC,Hebei Small Cities and Towns Development Sector,,100.00,0.00,0.00,0.00,100.00,MDTF-WFPF,0.25,0.00,0.25,06-Nov-2009
2009,9143,SRI,Improving Connectivity to Support Livelihoods and Gender Equality,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,14-Dec-2009
2009,2428/0194,PRC,Integrated Ecosystem and Water Resources Management in the Baiyangdian Basin,,100.00,0.00,0.00,0.00,100.00,GEF,2.98,0.00,2.98,30-Oct-2009
2009,2550/0159,PRC,Liaoning Small Cities and Towns Development Demonstration Sector,,100.00,0.00,0.00,0.00,100.00,MDTF-WFPF,0.25,0.00,0.25,18-Sep-2009
2009,2584,PHI,Local Government Financing and Budget Reform Program (Subprogram 2),,225.00,0.00,0.00,0.00,225.00,AFD,0.00,216.00,216.00,26-Nov-2009
2009,2168/7/13/75/0193,SRI,North East Community Restoration and Development II (Supplementary),,0.00,0.00,0.00,0.00,0.00,Australia,7.28,0.00,7.28,17-Dec-2009
2009,9142,TIM,Our Roads Our Future - Supporting Local Governance and Community-Based Infrastructure Works,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,20-Nov-2009
2009,2593,BAN,Padma Multipurpose Bridge Design Project (Supplementary),,0.00,10.00,0.00,0.00,10.00,World Bank,0.00,1.50,1.50,02-Dec-2009
2009,2542,BAN,Participatory Small-Scale Water Resources Sector,,0.00,55.00,0.00,0.00,55.00,IFAD,0.00,22.00,22.00,04-Sep-2009
2009,2507/0142,PHI,Philippine Energy Efficiency,,31.10,0.00,0.00,0.00,31.10,ACEF,1.50,0.00,1.50,29-Jan-2009
2009,9133,CAM,Piloting the Post-Harvest Technology and Skills Bridging Program for Rural Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,20-Apr-2009
2009,1881/3899(L),BAN,Post-Literacy and Continuing Education (Supplementary) 2,,0.00,0.00,0.00,0.00,0.00,SDC,2.50,0.00,2.50,10-Jun-2009
2009,9136,MON,Protecting the Health Status of the Poor During the Financial Crisis,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,30-Jul-2009
2009,2521,INO,Public Expenditure Support Facility Program,,"1,000.00",0.00,0.00,0.00,"1,000.00",Australia,0.00,"1,000.00","4,500.00",03-Jun-2009
2009,2521,INO,Public Expenditure Support Facility Program,,,,,,,JBIC,0.00,"1,500.00",,
2009,2521,INO,Public Expenditure Support Facility Program,,,,,,,World Bank,0.00,"2,000.00",,
2009,9131,MON,Reducing Persistent Chronic Malnutrition in Children in Mongolia,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,16-Mar-2009
2009,2114/0155,TAJ,Regional Customs Modernization and Infrastructure Development,,0.00,10.70,0.00,0.00,10.70,US,1.60,0.00,1.60,12-Aug-2009
2009,9132,INO,Rice Fortification for the Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,20-Mar-2009
2009,0049/50,SOL,Road Improvement (Sector) (2nd Supplementary),,0.00,0.00,0.00,0.00,0.00,Australia,0.21,0.00,2.08,19-Jan-2009
2009,0049/50,SOL,Road Improvement (Sector) (2nd Supplementary),,,,,,,Australia,1.87,0.00,,
2009,2015/4209(L),BAN,Second Primary Education Development Program (Supplementary),,0.00,0.00,0.00,0.00,0.00,CIDA,30.00,0.00,30.00,30-Jan-2009
2009,0175/0176/0177/0207/0210,SOL,Second Road Improvement (Sector),,0.00,0.00,15.00,0.00,15.00,AUS-PRIF,4.50,0.00,7.84,12-Nov-2009
2009,0175/0176/0177/0207/0210,SOL,Second Road Improvement (Sector),,,,,,,EC,3.34,0.00,,
2009,2572/0169,PRC,Shaanxi Qinling Biodiversity Conservation and Demonstration,,40.00,0.00,0.00,0.00,40.00,GEF,4.27,0.00,4.27,22-Oct-2009
2009,2607/0188/0189,PRC,Shanxi Integrated Agricultural Development,,100.00,0.00,0.00,0.00,100.00,GDCF,0.20,0.00,0.70,16-Dec-2009
2009,2607/0188/0189,PRC,Shanxi Integrated Agricultural Development,,,,,,,MDTF-WFPF,0.50,0.00,,
2009,2606,PRC,Shanxi Small Cities and Towns Development Demonstration Sector,,100.00,0.00,0.00,0.00,100.00,MDTF-WFPF,0.25,0.00,0.25,18-Dec-2009
2009,2505/7291,PRC,Small Hydropower Development,,58.57,0.00,0.00,0.00,58.57,China CDM Fund,0.00,14.60,65.85,13-Jan-2009
2009,2505/7291,PRC,Small Hydropower Development,,,,,,,IFC 'A',0.00,51.25,,
2009,0143,LAO,Small Towns Water Supply and Sanitation Sector,,0.00,0.00,23.00,0.00,23.00,Australia,5.30,0.00,5.80,02-Feb-2009
2009,0143,LAO,Small Towns Water Supply and Sanitation Sector,,,,,,,GDCF,0.50,0.00,,
2009,2523,MON,Social Sectors Support Program,,0.00,43.10,16.90,0.00,60.00,JICA,0.00,30.00,70.00,24-Jun-2009
2009,2523,MON,Social Sectors Support Program,,,,,,,World Bank,0.00,40.00,,
2009,2579/0179/8247,NEP,South Asia Tourism Infrastructure Development - Nepal,,0.00,12.75,12.75,0.00,25.50,OFID,0.00,15.00,15.00,16-Nov-2009
2009,0144-0145,LAO,Sustainable Natural Resource Management and Productivity Enhancement,,0.00,0.00,20.00,0.00,20.00,IFAD,15.00,0.00,15.00,23-Feb-2009
2009,2511/0147,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,,0.00,72.00,0.00,0.00,72.00,KEXIM,0.00,32.70,34.70,05-Mar-2009
2009,2511/0147,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,,,,,,,MDTF-WFPF,1.20,0.00,,
2009,2511/0147,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,,,,,,,Netherlands Trust Fund for the Water Financing Partnership Facility,0.80,0.00,,
2009,2599/0186/0191/0192/8243,CAM,Tonle Sap Poverty Reduction and Smallholder Development,,0.00,3.40,27.30,0.00,30.70,Finland,5.75,0.00,19.13,08-Dec-2009
2009,2599/0186/0191/0192/8243,CAM,Tonle Sap Poverty Reduction and Smallholder Development,,,,,,,IFAD,6.69,6.69,,
2009,0167/0170,AFG,Water Resources Development Investment Program - Tranche 1,,0.00,0.00,86.60,0.00,86.60,DFID,3.30,0.00,3.30,06-Oct-2009
2010,2697,KAZ,CAREC Transport Corridor I (Zhambyl Oblast Section)[Western Europe-Western People's Republic of China International Transit Corridor] Investment Program - Tranche 3,,173.00,0.00,0.00,0.00,173.00,JICA (ACFA),0.00,68.00,68.00,15-Nov-2010
2010,2500/2501/0216,INO,Citarum Watershed Management and Biodiversity Conservation,,20.00,30.00,0.00,0.00,50.00,GEF,3.75,0.00,3.75,04-Aug-2010
2010,2626/0246,SRI,Conflict-Affected Region Emergency,,150.00,0.00,0.00,0.00,150.00,International Federation of Red Cross and Red Crescent Society,1.50,0.00,1.50,15-Apr-2010
2010,2545,PHI,Development Policy Support Program (Subprogram 3),,250.00,0.00,0.00,0.00,250.00,JICA,0.00,100.00,100.00,14-Apr-2010
2010,9146,BHU,Farm Roads to Support Poor Farmers' Livelihoods,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,14-Jul-2010
2010,0236,MON,Fourth Health Sector Development,,0.00,14.00,0.00,0.00,14.00,WHO,0.45,0.00,0.45,29-Nov-2010
2010,0118/0206,NEP,Governance Support Program (Subprogram I) (Supplementary),,0.00,0.00,0.00,0.00,0.00,CIDA,8.80,0.00,8.80,12-Apr-2010
2010,0195,LAO,Greater Mekong Subregion Northern Power Transmission,,0.00,0.00,20.00,0.00,20.00,KEXIM,0.00,37.88,37.88,26-Jan-2010
2010,2372/0095/2988/0337,VIE,Greater Mekong Subregion: Southern Coastal Corridor (Cambodia and Viet Nam) (Supplementary),,0.00,0.00,0.00,0.00,0.00,KEXIM,0.00,70.00,70.00,21-Dec-2010
2010,2642/2643/0209,VIE,Health Human Resources Sector Development Program,,0.00,60.00,0.00,0.00,60.00,Australia,11.00,0.00,11.00,22-Jun-2010
2010,2731,VIE,Ho Chi Minh City Urban Mass Rapid Transit Line 2 Investment Program - Tranche 1,,40.00,0.00,0.00,0.00,40.00,KfW,0.00,36.40,36.40,22-Dec-2010
2010,9148,RMI,Improved Energy Supply for Poor Households,,0.00,0.00,0.00,0.00,0.00,JFPR,1.76,0.00,1.76,06-Aug-2010
2010,9147,IND,Improving Small Farmers' Access to Market in Bihar and Maharashtra,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,30-Jul-2010
2010,2632/0202/0203,PRC,Integrated Renewable Biomass Energy Development Sector,,66.08,0.00,0.00,0.00,66.08,CEF-CEFPF,3.00,0.00,16.80,16-Apr-2010
2010,2632/0202/0203,PRC,Integrated Renewable Biomass Energy Development Sector,,,,,,,GEF,9.20,0.00,,
2010,2632/0202/0203,PRC,Integrated Renewable Biomass Energy Development Sector,,,,,,,GTZ,4.60,0.00,,
2010,2710-2711,SRI,Jaffna and Kilinochchi Water Supply and Sanitation,,20.00,70.00,0.00,0.00,90.00,AFD,0.00,40.00,40.00,29-Nov-2010
2010,2619/0198/8245,INO,Java-Bali Electricity Distribution Performance Improvement,,50.00,0.00,0.00,0.00,50.00,AFD,0.00,50.00,51.00,22-Mar-2010
2010,2619/0198/8245,INO,Java-Bali Electricity Distribution Performance Improvement,,,,,,,CEF-CEFPF,1.00,0.00,,
2010,2656/0212/0239,NEP,Kathmandu Sustainable Urban Transport,,0.00,10.00,10.00,0.00,20.00,GEF,2.52,0.00,2.52,30-Nov-2010
2010,2686/0226/0425,PNG,Microfinance Expansion,,0.00,13.00,0.00,0.00,13.00,Australia,6.00,0.00,6.00,28-Oct-2010
2010,2701-2702,BAN,Padma Multipurpose Bridge,,539.00,76.00,0.00,0.00,615.00,IsDB,0.00,140.00,"1,640.00",25-Nov-2010
2010,2701-2702,BAN,Padma Multipurpose Bridge,,,,,,,JICA,0.00,300.00,,
2010,2701-2702,BAN,Padma Multipurpose Bridge,,,,,,,World Bank,0.00,"1,200.00",,
2010,2542,BAN,Participatory Small-Scale Water Resources Sector (Supplementary),,0.00,0.00,0.00,0.00,0.00,IFAD,0.00,10.00,10.00,29-Jul-2010
2010,9150,SRI,Post-Conflict Emergency Assistance for Livelihood Restoration of Resettled Internally Displaced People in the North,,0.00,0.00,0.00,0.00,0.00,JFPR,2.50,0.00,2.50,19-Aug-2010
2010,9152,MON,Promoting Inclusive Financial Services for the Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,2.50,0.00,2.50,17-Dec-2010
2010,0233,NEP,Raising Incomes of Small and Medium Farmers,,0.00,0.00,20.10,0.00,20.10,SNV Netherlands Development Organisation,0.49,0.00,0.49,24-Nov-2010
2010,2560,GEO,"Road Corridor Investment Program, Tranche 1",,0.00,118.80,0.00,0.00,118.80,JICA,0.00,170.00,170.00,14-Jan-2010
2010,2718,KIR,Road Rehabilitation,,0.00,12.00,0.00,0.00,12.00,PRIF,4.61,0.00,20.61,10-Dec-2010
2010,2718,KIR,Road Rehabilitation,,,,,,,World Bank,16.00,0.00,,
2010,0228,BHU,Rural Renewable Energy Development,,0.00,0.00,21.59,0.00,21.59,SNV Netherlands Development Organisation,0.27,0.00,0.27,29-Oct-2010
2010,2670,CAM,Rural Roads Improvement,,0.00,35.00,0.00,0.00,35.00,KEXIM,0.00,19.35,24.75,23-Sep-2010
2010,2670,CAM,Rural Roads Improvement,,,,,,,NDF,5.40,0.00,,
2010,0234/8255,LAO,Second Northern Greater Mekong Subregion Transport Network Improvement,,0.00,0.00,20.00,0.00,20.00,OFID,0.00,12.00,12.00,25-Nov-2010
2010,0175/0176/0177/0207/0210,SOL,Second Road Improvement (Sector) (Supplementary),,0.00,0.00,0.00,0.00,0.00,Australia,0.28,0.00,0.64,20-May-2010
2010,0175/0176/0177/0207/0210,SOL,Second Road Improvement (Sector) (Supplementary),,,,,,,NZAID,0.36,0.00,,
2010,2650/8249,NEP,Secondary Towns Integrated Urban Environment Improvement,,0.00,60.00,0.00,0.00,60.00,OFID,0.00,17.00,17.00,06-Jul-2010
2010,2723,INO,Sixth Development Policy Support Program,,200.00,0.00,0.00,0.00,200.00,JICA,0.00,100.00,700.00,14-Dec-2010
2010,2723,INO,Sixth Development Policy Support Program,,,,,,,World Bank,0.00,600.00,,
2010,9151,REG,Social Protection of the Vulnerable in the Pacific,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,13-Sep-2010
2010,2628/EI7311/0201,THA,Solar Power,,70.00,0.00,0.00,0.00,70.00,CEF-CEFPF,2.00,0.00,2.00,16-Apr-2010
2010,2636,VIE,Strengthening Water Management and Irrigation Systems Rehabilitation,,0.00,100.00,0.00,0.00,100.00,AFD,0.00,28.00,28.00,20-Apr-2010
2010,9145,IND,Supporting Microentrepreneurship for Women's Empowerment,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,25-May-2010
2010,2696,BAN,Sustainable Rural Infrastructure Improvement,,0.00,60.00,0.00,0.00,60.00,KfW,15.90,0.00,15.90,11-Nov-2010
2010,2629/2630/8244,UZB,Talimarjan Power,,340.00,10.00,0.00,0.00,350.00,JICA (ACFA),0.00,300.00,300.00,20-Apr-2010
2010,0243,SOL,Transport Sector Development,,0.00,0.00,12.00,0.00,12.00,Australia,30.00,0.00,60.00,15-Dec-2010
2010,0243,SOL,Transport Sector Development,,,,,,,New Zealand,30.00,0.00,,
2010,2722,PAK,Uch II Power,,100.00,0.00,0.00,0.00,100.00,IFC 'A',0.00,100.00,100.00,13-Dec-2010
2010,9149,BHU,Upgrading Schools and Integrated Disaster Education Project,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,12-Aug-2010
2010,2672/2673/0220/8253,CAM,Water Resources Management Sector Development Program (Project Loan),,0.00,10.00,2.80,0.00,12.80,OFID,0.00,12.00,12.00,23-Sep-2010
2010,2620,ARM,Zvartnots Airport Expansion Project (Phase 2),,40.00,0.00,0.00,0.00,40.00,DEG,0.00,20.00,60.00,26-Mar-2010
2010,2620,ARM,Zvartnots Airport Expansion Project (Phase 2),,,,,,,EBRD,0.00,40.00,,
2011,9158,REG,"Improving Gender-Inclusive Access to Clean and Renewable Energy in Bhutan, Nepal and Sri Lanka",,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,18-Mar-2011
2011,9156,CAM,Improving Market Access for the Poor in Central Cambodia,,0.00,0.00,0.00,0.00,0.00,JFPR,1.90,0.00,1.90,16-Feb-2011
2011,9155,BHU,Advancing Economic Opportunities of Women and Girls,,0.00,0.00,0.00,0.00,0.00,JFPR,1.95,0.00,1.95,04-Feb-2011
2011,2695/0323,BAN,City Region Development,,0.00,120.00,0.00,0.00,120.00,KfW,14.86,0.00,14.86,31-Oct-2011
2011,2826,VIE,"Comprehensive Socioeconomic Urban Development in Viet Tri, Hung Yen, and Dong Dang",,0.00,70.00,0.00,0.00,70.00,KEXIM,0.00,13.52,13.52,08-Dec-2011
2011,2796/0267/8257,NEP,Decentralized Rural Infrastructure and Livelihood (Additional Financing),,0.00,18.00,7.00,0.00,25.00,OFID,0.00,20.00,27.06,31-Oct-2011
2011,2796/0267/8257,NEP,Decentralized Rural Infrastructure and Livelihood (Additional Financing),,,,,,,SDC,7.06,0.00,,
2011,9160,REG,Developing Sustainable Alternative Livelihoods in Coastal Fishing Communities in the Coral Triangle,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,02-Nov-2011
2011,2808/G0270/G0271,NEP,Electricity Transmission Expansion and Supply Improvement,,0.00,56.00,19.00,0.00,75.00,Norway,25.00,0.00,25.00,15-Nov-2011
2011,0280/0281/0282,AFG,Energy Sector Development Investment Program – Tranche 3,,0.00,0.00,43.00,0.00,43.00,Denmark,12.40,0.00,32.40,22-Dec-2011
2011,0280/0281/0282,AFG,Energy Sector Development Investment Program – Tranche 3,,,,,,,DFID,20.00,0.00,,
2011,9135/0277/0382/0406,NEP,Establishing Women and Children Service Centers (Supplementary),,0.00,0.00,0.00,0.00,0.00,DFID,0.20,0.00,0.20,18-May-2011
2011,2744/G0250,PRC,Forestry and Ecological Restoration in Three Northwest Provinces,,100.00,0.00,0.00,0.00,100.00,GEF,5.10,0.00,5.10,29-Mar-2011
2011,2741,VIE,Ha Noi Metro Rail System (Line 3: Nhon-Ha Noi Station Section),,293.00,0.00,0.00,0.00,293.00,AFD,0.00,143.00,563.00,29-Mar-2011
2011,2741,VIE,Ha Noi Metro Rail System (Line 3: Nhon-Ha Noi Station Section),,,,,,,DGT,0.00,325.00,,
2011,2741,VIE,Ha Noi Metro Rail System (Line 3: Nhon-Ha Noi Station Section),,,,,,,EIB,0.00,95.00,,
2011,9154,SRI,Improving Community-Based Rural Water Supply and Sanitation in Post-Conflict Areas of Jaffna and Kilinochchi,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,04-Feb-2011
2011,9153,BAN,Institutional Support for Migrant Workers' Remittance,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,18-Jan-2011
2011,2820/3249/0273/0427,VAN,Interisland Shipping Support,,0.00,10.82,0.00,0.00,10.82,New Zealand,12.60,0.00,12.60,30-Nov-2011
2011,2756,BAN,Khulna Water Supply,,0.00,75.00,0.00,0.00,75.00,JICA,0.00,184.00,184.00,14-Jun-2011
2011,2610,VIE,Mong Duong 1 Thermal Power – Tranche 2,,902.85,0.00,0.00,0.00,902.85,KEXIM,0.00,510.00,510.00,05-Dec-2011
2011,2217/2767/8252,SRI,National Highways Sector,,235.00,0.00,0.00,0.00,235.00,OFID,0.00,8.00,8.00,05-Aug-2011
2011,G0264-0265,TON,Nuku'alofa Urban Sector Development,,0.00,0.00,6.06,0.00,6.06,Australia,6.44,0.00,6.44,17-Oct-2011
2011,2025/2747,VIE,Phuoc Hoa Water Resources (Supplementary),,0.00,60.00,0.00,0.00,60.00,AFD,0.00,25.00,25.00,31-Mar-2011
2011,2832/G0275-76,VAN,Port Vila Urban Development,,0.00,5.00,0.00,0.00,5.00,AUS-PRIF,4.50,0.00,31.00,13-Dec-2011
2011,2832/G0275-76,VAN,Port Vila Urban Development,,,,,,,Australia,26.50,0.00,,
2011,2769,BAN,Power System Efficiency Improvement,,300.00,0.00,0.00,0.00,300.00,IsDB,0.00,200.00,200.00,11-Aug-2011
2011,2839/G0278/8254,CAM,Provincial Roads Improvement,,0.00,52.00,0.00,0.00,52.00,SCF-PPCR,7.00,10.00,17.00,16-Dec-2011
2011,2453/2454/0253/0254,BAN,Public-Private Infrastructure Development Facility,CCF,0.00,0.00,0.00,1.30,1.30,ACEF,2.00,0.00,2.00,17-May-2011
2011,9157,NEP,Reducing Child Malnutrition through Social Protection,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,28-Feb-2011
2011,2817,INO,Regional Roads Development,,180.00,0.00,0.00,0.00,180.00,IsDB,0.00,65.00,65.00,24-Nov-2011
2011,2836/8267,PHI,Road Improvement and Institutional Development,,62.00,0.00,0.00,0.00,62.00,OFID,0.00,30.00,30.00,15-Dec-2011
2011,2718,KIR,Road Rehabilitation,,0.00,0.00,0.00,0.00,0.00,PRIF,1.18,0.00,5.18,01-Mar-2011
2011,2718,KIR,Road Rehabilitation,,,,,,,World Bank,4.00,0.00,,
2011,2785/0259/8274,PNG,Rural Primary Health Services Delivery,,0.00,20.00,0.00,0.00,20.00,Australia,40.00,0.00,51.20,30-Sep-2011
2011,2785/0259/8274,PNG,Rural Primary Health Services Delivery,,,,,,,JICA,1.20,0.00,,
2011,2785/0259/8274,PNG,Rural Primary Health Services Delivery,,,,,,,OFID,0.00,9.00,,
2011,2785/0259/8274,PNG,Rural Primary Health Services Delivery,,,,,,,WHO,1.00,0.00,,
2011,G0272/0289,NEP,School Sector Program,,0.00,0.00,65.00,0.00,65.00,Australia,15.60,0.00,264.50,22-Nov-2011
2011,G0272/0289,NEP,School Sector Program,,,,,,,Denmark,17.90,0.00,,
2011,G0272/0289,NEP,School Sector Program,,,,,,,DFID,4.00,0.00,,
2011,G0272/0289,NEP,School Sector Program,,,,,,,EC,47.90,0.00,,
2011,G0272/0289,NEP,School Sector Program,,,,,,,Finland,13.20,0.00,,
2011,G0272/0289,NEP,School Sector Program,,,,,,,FTI,70.00,0.00,,
2011,G0272/0289,NEP,School Sector Program,,,,,,,Norway,22.40,0.00,,
2011,G0272/0289,NEP,School Sector Program,,,,,,,UNICEF,1.00,0.00,,
2011,G0272/0289,NEP,School Sector Program,,,,,,,World Bank,72.50,0.00,,
2011,0175/0176/0177/0207/0210,SOL,Second Road Improvement (Sector) (2nd Supplementary),,0.00,0.00,0.00,0.00,0.00,AUS-PRIF,4.04,0.00,4.04,08-Jun-2011
2011,2795/0263/0387,KIR,South Tarawa Sanitation Improvement Sector,,0.00,7.56,0.00,0.00,7.56,Australia,13.95,0.00,13.95,17-Oct-2011
2011,9159,NEP,Support for Targeted and Sustainable Development Programs for Highly Marginalized Groups,,0.00,0.00,0.00,0.00,0.00,JFPR,2.70,0.00,2.70,30-Mar-2011
2011,2761,BAN,Third Primary Education Development,,0.00,320.00,0.00,0.00,320.00,Australia,35.00,0.00,735.50,05-Jul-2011
2011,2761,BAN,Third Primary Education Development,,,,,,,CIDA,65.00,0.00,,
2011,2761,BAN,Third Primary Education Development,,,,,,,DFID,190.00,0.00,,
2011,2761,BAN,Third Primary Education Development,,,,,,,EC,70.00,0.00,,
2011,2761,BAN,Third Primary Education Development,,,,,,,JICA,30.00,0.00,,
2011,2761,BAN,Third Primary Education Development,,,,,,,Sida,45.00,0.00,,
2011,2761,BAN,Third Primary Education Development,,,,,,,UNICEF,0.50,0.00,,
2011,2761,BAN,Third Primary Education Development,,,,,,,World Bank,0.00,300.00,,
