Anchor Product,Donor,Unknown,Approval Year (Date of Approval ADB),Approval Year (ADB),Product Approval Number,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Total CF,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,Status Cofinancing,Sov-NonSov,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
1227,Asian Development Bank,U.K.,1993,1993.0,,1227,,,,INO,P.T. Wiraswasta Gemilang Indonesia,SERD,,04/22/1993,17.0,0.0,0.0,,17.0,,,,,,,,,,OCR,3500.0,Industry and Trade,,,,,Private Sector Development,,,,,,,,,,,,,
1227,CDC,U.K.,1993,1993.0,,1227,,,,INO,P.T. Wiraswasta Gemilang Indonesia,SERD,,04/22/1993,,,,,0.0,,20.0,,20.0,Non-DVA,,,Bilateral,Loan,OCR,3500.0,Industry and Trade,,,,,,,,04/22/1993,,,,,Sovereign,,,,,
1228,Asian Development Bank,"EC,World Bank",1993,1993.0,,1228,,,,SAM,Afulilo Hydroelectric (Supplementary),PARD,,04/22/1993,0.0,2.0,0.0,,2.0,,,,,,,,,,ADF,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1228,Asian Development Bank,"EC,World Bank",1993,1993.0,,1228,,,,SAM,Afulilo Hydroelectric (Supplementary),PARD,,04/22/1993,0.0,2.0,0.0,,2.0,,,,,,,,,,ADF,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1228,EC,EC,1993,1993.0,,1228,,,,SAM,Afulilo Hydroelectric (Supplementary),PARD,,04/22/1993,,,,,0.0,,1.6,,1.6,Non-DVA,,,Multilateral,Loan,ADF,3200.0,Energy,,,,,,,,04/22/1993,,,,,Sovereign,,,,,
1228,IDA,World Bank,1993,1993.0,,1228,,,,SAM,Afulilo Hydroelectric (Supplementary),PARD,,04/22/1993,,,,,0.0,,1.0,,1.0,Non-DVA,,,Multilateral,Loan,ADF,3200.0,Energy,,,,,,,,04/22/1993,,,,,Sovereign,,,,,
1230,Asian Development Bank,"U.K.,World Bank",1993,1993.0,,1230,,,,PHI,Hopewell Power (Philippines) Corp.,PSOD,PSOD,05/18/1993,40.0,0.0,0.0,,40.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1230,Asian Development Bank,"U.K.,World Bank",1993,1993.0,,1230,,,,PHI,Hopewell Power (Philippines) Corp.,PSOD,PSOD,05/18/1993,40.0,0.0,0.0,,40.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1230,CDC,U.K.,1993,1993.0,,1230,,,,PHI,Hopewell Power (Philippines) Corp.,PSOD,PSOD,05/18/1993,,,,,0.0,,35.0,,35.0,Non-DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,05/18/1993,,,,,Non-Sovereign,,,,,
1230,IFC 'A',World Bank,1993,1993.0,,1230,,,,PHI,Hopewell Power (Philippines) Corp.,PSOD,PSOD,05/18/1993,,,,,0.0,,60.0,,60.0,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,05/18/1993,,,,,Non-Sovereign,,,,,
1239,Asian Development Bank,Japan,1993,1993.0,,1239,,,,THA,Second Rural Telecommunications,SERD,,06/29/1993,41.6,0.0,0.0,,41.6,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1239,JBIC (ODA),Japan,1993,1993.0,,1239,,,,THA,Second Rural Telecommunications,SERD,,06/29/1993,,,,,0.0,,19.1,,19.1,Non-DVA,,,Bilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,06/29/1993,,,,,Sovereign,,,,Adj Dec06 ref PCR.  ADB Loan from $84.1 to $41.6m. JBIC from $46.6 to $19.1m.  File sent to OAS Feb08.,
1246,Asian Development Bank,World Bank,1993,1993.0,,1246,,,,THA,Eighth Power Distribution (Sector),SERD,SEID,08/19/1993,134.6,0.0,0.0,,134.6,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1246,World Bank,World Bank,1993,1993.0,,1246,,,,THA,Eighth Power Distribution (Sector),SERD,SEID,08/19/1993,,,,,0.0,,110.8,,110.8,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,08/19/1993,,,,,Sovereign,,,,PCR Oct00,
1252,Asian Development Bank,U.K.,1993,1993.0,,1252,,,,PHI,Bukidnon Resources Co. Inc.,SERD,,09/21/1993,4.6,0.0,0.0,,4.6,,,,,,,,,,OCR,3500.0,Industry and Trade,,,,,,,,,,,,,,,,,,
1252,CDC,U.K.,1993,1993.0,,1252,,,,PHI,Bukidnon Resources Co. Inc.,SERD,,09/21/1993,,,,,0.0,,6.8,,6.8,Non-DVA,,,Bilateral,Loan,OCR,3500.0,Industry and Trade,,,,,,,,09/21/1993,,,,,Sovereign,,,,,
1254,Asian Development Bank,Norway,1993,1993.0,,1254,,,,PHI,Nonformal Education,SERD,,09/30/1993,0.0,19.17,0.0,,19.17,,,,,,,,,,ADF,3100.0,Education,,Nonformal education,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
1254,Norway,Norway,1993,1993.0,,1254,,,,PHI,Nonformal Education,SERD,,09/30/1993,,,,,0.0,1.6,,,1.6,Non-DVA,,,Bilateral,Grant,ADF,3100.0,Education,,,,,,,,09/30/1993,,,,,Sovereign,,,,Adj Dec07 loan to grant ref PCR03.,
1255,Asian Development Bank,"U.K.,Korea",1993,1993.0,,1255,,,,PAK,Fauji Oil Terminal & Distribution Co.Ltd.,PSOD,,09/30/1993,19.0,0.0,0.0,,19.0,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1255,Asian Development Bank,"U.K.,Korea",1993,1993.0,,1255,,,,PAK,Fauji Oil Terminal & Distribution Co.Ltd.,PSOD,,09/30/1993,19.0,0.0,0.0,,19.0,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1255,CDC,U.K.,1993,1993.0,,1255,,,,PAK,Fauji Oil Terminal & Distribution Co.Ltd.,PSOD,,09/30/1993,,,,,0.0,,18.0,,18.0,Non-DVA,,,Bilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,09/30/1993,,,,,Non-Sovereign,,,,,
1263,Asian Development Bank,U.K.,1993,1993.0,,1263,,,,PHI,"Primofina Oleochemicals, Inc",PSOD,,11/09/1993,15.0,0.0,0.0,,15.0,,,,,,,,,,OCR,3500.0,Industry and Trade,,,,,Private Sector Development,,,,,,,,,,,,,
1263,CDC,U.K.,1993,1993.0,,1263,,,,PHI,"Primofina Oleochemicals, Inc",PSOD,,11/09/1993,,,,,0.0,,10.0,,10.0,Non-DVA,,,Bilateral,Loan,OCR,3500.0,Industry and Trade,,,,,,,,11/09/1993,,,,,Non-Sovereign,,,,,
1266,Asian Development Bank,"France,Japan,Norway,Thailand,NDF,OFID",1993,1993.0,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,0.0,15.0,0.0,,15.0,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,S,,,,
1266,Asian Development Bank,"France,Japan,Norway,Thailand,NDF,OFID",1993,1993.0,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,0.0,15.0,0.0,,15.0,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,S,,,,
1266,Asian Development Bank,"France,Japan,Norway,Thailand,NDF,OFID",1993,1993.0,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,0.0,15.0,0.0,,15.0,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,S,,,,
1266,Asian Development Bank,"France,Japan,Norway,Thailand,NDF,OFID",1993,1993.0,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,0.0,15.0,0.0,,15.0,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,S,,,,
1266,Asian Development Bank,"France,Japan,Norway,Thailand,NDF,OFID",1993,1993.0,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,0.0,15.0,0.0,,15.0,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,S,,,,
1266,Asian Development Bank,"France,Japan,Norway,Thailand,NDF,OFID",1993,1993.0,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,0.0,15.0,0.0,,15.0,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,S,,,,
1266,France,France,1993,1993.0,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,,,,,0.0,,2.0,,2.0,Non-DVA,,,Bilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,11/18/1993,,,,,Sovereign,S,,,PCR Dec01,
1266,JICA,Japan,1993,1993.0,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,,,,,0.0,4.1,,,4.1,Non-DVA,,,Bilateral,Grant,ADF,3700.0,Transport and ICT,,,,,,,,11/18/1993,,,,,Sovereign,S,,,,
1266,NDF,NDF,1993,1993.0,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,,,,,0.0,,6.8,,6.8,Non-DVA,,,Multilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,11/18/1993,,,,,Sovereign,S,,,PCR was sent to NDF on 16Jan03,
1266,NORAD,Norway,1993,1993.0,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,,,,,0.0,,1.0,,1.0,Non-DVA,,,Bilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,11/18/1993,,,,,Sovereign,S,,,,
1266,OFID,OFID,1993,1993.0,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,,,,,0.0,,8.0,,8.0,DVA,,Partial Administration,Multilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,11/18/1993,06/18/1994,,01/18/2002,,Sovereign,S,,,,
1266,Thailand,Thailand,1993,1993.0,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,,,,,0.0,,2.0,,2.0,Non-DVA,,,Bilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,11/18/1993,,,,,Sovereign,S,,,,
127,Asian Development Bank,OFID,1973,1973.0,,127,6006,,,AFG,Helmand Valley Development Road,CWRD,,04/18/1973,0.0,14.9,0.0,,14.9,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
127,OFID,OFID,1973,1973.0,0127 (PL),127,6006,,,AFG,Helmand Valley Development Road,CWRD,,04/18/1973,,,,,0.0,,3.55,,3.55,DVA,PS,Partial Administration,Multilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,04/18/1973,08/24/1973,,08/30/1993,,Sovereign,,,,,
1272,Asian Development Bank,Japan,1993,1993.0,,1272,,,,VIE,Road Improvement,SERD,,11/29/1993,0.0,120.0,0.0,,120.0,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1272,JBIC (ODA),Japan,1993,1993.0,,1272,,,,VIE,Road Improvement,SERD,,11/29/1993,,,,,0.0,,36.0,,36.0,Non-DVA,,,Bilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,11/29/1993,,,,,Sovereign,,,,Sent to OAD Feb08,
1276,Asian Development Bank,"Japan,EIB,World Bank",1993,1993.0,,1276,26347,,,THA,Second Erawan Gas Transmission,SERD,SEEN,12/02/1993,70.4,0.0,0.0,,70.4,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,GS,,,,
1276,Asian Development Bank,"Japan,EIB,World Bank",1993,1993.0,,1276,26347,,,THA,Second Erawan Gas Transmission,SERD,SEEN,12/02/1993,70.4,0.0,0.0,,70.4,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,GS,,,,
1276,Asian Development Bank,"Japan,EIB,World Bank",1993,1993.0,,1276,26347,,,THA,Second Erawan Gas Transmission,SERD,SEEN,12/02/1993,70.4,0.0,0.0,,70.4,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,GS,,,,
1276,EIB,EIB,1993,1993.0,,1276,26347,,,THA,Second Erawan Gas Transmission,SERD,SEEN,12/02/1993,,,,,0.0,,35.6,,35.6,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,12/02/1993,,,,,Sovereign,GS,,,PCR Oct-97 Adj from $46 to $35.6,
1276,JBIC (non-ODA),Japan,1993,1993.0,,1276,26347,,,THA,Second Erawan Gas Transmission,SERD,SEEN,12/02/1993,,,,,0.0,,70.4,,70.4,DVA,,Collaborative,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,12/02/1993,08/11/1994,,02/28/1997,,Sovereign,GS,,,"COLA 22Jun 1994, Joint cf. Adj $100 to $70.4.",
1276,World Bank,World Bank,1993,1993.0,,1276,26347,,,THA,Second Erawan Gas Transmission,SERD,SEEN,12/02/1993,,,,,0.0,,112.2,,112.2,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,12/02/1993,,,,,Sovereign,GS,,,Adj $115 to $112.2,
1285,Asian Development Bank,Japan,1993,1993.0,,1285,26346,,,IND,Gas Rehabilitation and Expansion,SARD,,12/07/1993,157.47,0.0,0.0,,157.47,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,S,,,,
1285,JBIC (non-ODA),Japan,1993,1993.0,,1285,26346,,,IND,Gas Rehabilitation and Expansion,SARD,,12/07/1993,,,,,0.0,,63.83,,63.83,DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,12/07/1993,08/15/1994,,06/22/1998,,Sovereign,S,,,COLA 20Feb1998. PCR sent 13Jun02.  Adj Oct02 $80 to $63.83; loan amt 260 to 157.47. IND-8164. File sent to OAS Aug10.,
1287,Asian Development Bank,Japan,1993,1993.0,,1287,,,,BAN,Road Overlay and Improvement,SARD,,12/09/1993,0.0,68.0,0.0,,68.0,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1287,JBIC (ODA),Japan,1993,1993.0,,1287,,,,BAN,Road Overlay and Improvement,SARD,,12/09/1993,,,,,0.0,,45.0,,45.0,Non-DVA,,,Bilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,12/09/1993,,,,,Sovereign,,,,,
1288,Asian Development Bank,"Korea,OFID",1993,1993.0,,1288,27231,,,PHI,Power Transmission,SERD,SEID,12/14/1993,164.0,0.0,0.0,,164.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,S,,,,
1288,Asian Development Bank,"Korea,OFID",1993,1993.0,,1288,27231,,,PHI,Power Transmission,SERD,SEID,12/14/1993,164.0,0.0,0.0,,164.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,S,,,,
1288,KEXIM,Korea,1993,1993.0,,1288,27231,,,PHI,Power Transmission,SERD,SEID,12/14/1993,,,,,0.0,,10.7,,10.7,Non-DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,12/14/1993,,,,,Sovereign,S,,,"EDCF. Ref. memo dtd 25Apr01, cancellation of undisbursed loan amount of US$ 6,734,386.26 and closing of account.",
1288,OFID,OFID,1993,1993.0,,1288,27231,,,PHI,Power Transmission,SERD,SEID,12/14/1993,,,,,0.0,,6.0,,6.0,DVA,,Partial Administration,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,12/14/1993,09/06/1994,,04/23/2001,,Sovereign,S,,,,
1293,Asian Development Bank,Japan,1993,1993.0,,1293,,,,BAN,Third Natural Gas Development,SARD,SAID,12/21/1993,0.0,71.48,0.0,,71.48,,,,,,,,,,ADF,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1293,JBIC (ODA),Japan,1993,1993.0,,1293,,,,BAN,Third Natural Gas Development,SARD,SAID,12/21/1993,,,,,0.0,,15.23,,15.23,Non-DVA,,,Bilateral,Loan,ADF,3200.0,Energy,,,,,,,,12/21/1993,,,,,Sovereign,,,,PCR sent 13Jul06.  Adj Dec06. ADB Loan from $107 to $71.48.  JBIC from $10.1 to $15.23. File w/ records.,
1298,Asian Development Bank,"Japan,World Bank",1994,1994.0,,1298,22237,,,BAN,Jamuna Bridge,SARD,SATC,03/08/1994,0.0,206.99,0.0,,206.99,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,HS,,,,
1298,Asian Development Bank,"Japan,World Bank",1994,1994.0,,1298,22237,,,BAN,Jamuna Bridge,SARD,SATC,03/08/1994,0.0,206.99,0.0,,206.99,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,HS,,,,
1298,IDA,World Bank,1994,1994.0,,1298,22237,,,BAN,Jamuna Bridge,SARD,SATC,03/08/1994,,,,,0.0,,199.11,,199.11,Non-DVA,,,Multilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,03/08/1994,,,,,Sovereign,HS,,,"Adj Dec05. Loan amt from $200 to $206.99, IDA from $200 to $199.11 ref PCR Dec00.",
1298,JBIC (ODA),Japan,1994,1994.0,1298 (CL),1298,22237,,,BAN,Jamuna Bridge,SARD,SATC,03/08/1994,,,,,0.0,,200.0,,200.0,DVA,,Collaborative,Bilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,03/08/1994,08/12/1994,,12/19/2002,,Sovereign,HS,,,PCR Dec00. MOU coordination 16Aug94.,
1300,Asian Development Bank,"Germany,Norway,NDF",1994,1994.0,,1300/2194(L),,,,MON,Telecommunications,EARD,EATC,06/16/1994,0.0,24.01,0.0,,24.01,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,S,,,,
1300,Asian Development Bank,"Germany,Norway,NDF",1994,1994.0,,1300/2194(L),,,,MON,Telecommunications,EARD,EATC,06/16/1994,0.0,24.01,0.0,,24.01,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,S,,,,
1300,Asian Development Bank,"Germany,Norway,NDF",1994,1994.0,,1300/2194(L),,,,MON,Telecommunications,EARD,EATC,06/16/1994,0.0,24.01,0.0,,24.01,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,S,,,,
1300,KfW,Germany,1994,1994.0,,1300/2194(L),,,,MON,Telecommunications,EARD,EATC,06/16/1994,,,,,0.0,,7.02,,7.02,Non-DVA,,,Bilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,06/16/1994,,,,,Sovereign,S,,,PCR sent to KfW on 13Mar02. Adj Dec06 from $6.42 to $7.02,
1300,NDF,NDF,1994,1994.0,,1300/2194(L),,,,MON,Telecommunications,EARD,EATC,06/16/1994,,,,,0.0,,6.74,,6.74,Non-DVA,,,Multilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,06/16/1994,,,,,Sovereign,S,,,,
1300,NORAD,Norway,1994,1994.0,,1300/2194(L),,,,MON,Telecommunications,EARD,EATC,06/16/1994,,,,,0.0,3.0,,,3.0,Non-DVA,,,Bilateral,Grant,ADF,3700.0,Transport and ICT,,,,,,,,06/16/1994,,,,,Sovereign,S,,,,
1300,Norway,Norway,1994,1994.0,2194(L),1300/2194(L),,,,MON,Telecommunications,EARD,EATC,06/16/1994,,,,,0.0,2.0,,,2.0,DVA,,Full Administration,Bilateral,Grant,ADF,3700.0,Transport and ICT,,,,,,,,06/16/1994,08/05/1994,,06/01/2000,,Sovereign,S,,,,
1301,Asian Development Bank,"Netherlands,World Bank",1994,1994.0,,1301,,,,PAK,Social Action Program (Sector),CWRD,,06/23/1994,0.0,100.0,0.0,,100.0,,,,,,,,,,ADF,3900.0,Multisector,3900,Multisector,,,,,,,,,,,,,,,,
1301,Asian Development Bank,"Netherlands,World Bank",1994,1994.0,,1301,,,,PAK,Social Action Program (Sector),CWRD,,06/23/1994,0.0,100.0,0.0,,100.0,,,,,,,,,,ADF,3900.0,Multisector,3900,Multisector,,,,,,,,,,,,,,,,
1301,IDA,World Bank,1994,1994.0,,1301,,,,PAK,Social Action Program (Sector),CWRD,,06/23/1994,,,,,0.0,,200.0,,200.0,Non-DVA,,,Multilateral,Loan,ADF,3900.0,Multisector,3900,,,,,,,06/23/1994,,,,,Sovereign,,,,"PCR IN. 156-99, 2 Jul99.",
1301,Netherlands,Netherlands,1994,1994.0,,1301,,,,PAK,Social Action Program (Sector),CWRD,,06/23/1994,,,,,0.0,,13.0,,13.0,Non-DVA,,,Bilateral,Loan,ADF,3900.0,Multisector,3900,,,,,,,06/23/1994,,,,,Sovereign,,,,,
1306,Asian Development Bank,Japan,1994,1994.0,,1306,,,,THA,Regional Roads,SERD,MKRD,07/19/1994,125.83,0.0,0.0,,125.83,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,,,,,,,,,,,,,,
1306,JBIC (ODA),Japan,1994,1994.0,,1306,,,,THA,Regional Roads,SERD,MKRD,07/19/1994,,,,,0.0,,150.0,,150.0,Non-DVA,,,Bilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,07/19/1994,,,,,Sovereign,,,,"PCR sent to JBIC 15Jul05. Not listed in the PCR, listed as parallel cf ref AM BTOR 2-9 Feb 2004. Files sent to OAS Feb08.",
1311,Asian Development Bank,U.S.A.,1994,1994.0,,1311,,,,NEP,Irrigation Management Transfer,SARD,SAAE,09/13/1994,0.0,8.45,0.0,,8.45,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
1311,USAID,U.S.A.,1994,1994.0,,1311,,,,NEP,Irrigation Management Transfer,SARD,SAAE,11/01/1994,,,,,0.0,4.6,,,4.6,Non-DVA,,,Bilateral,Grant,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,11/01/1994,,,,,Sovereign,,,,"Ref PCR, Dec07 adj ADB amount from $12.91 to 8.45; USAID from loan to grant $3.0 to $4.6.",
1327,Asian Development Bank,Norway,1994,1994.0,,1327/2277(L),,,,INO,Microcredit,SERD,SEAE,10/25/1994,0.0,25.7,0.0,,25.7,,,,,,,,,,ADF,3300.0,Finance,,,,,,,,,,,,,,S,,,,
1327,Norway,Norway,1994,1994.0,2277(L),1327/2277(L),,,,INO,Microcredit,SERD,SEAE,10/25/1994,,,,,0.0,1.0,,,1.0,DVA,PS,Full Administration,Bilateral,Grant,ADF,3300.0,Finance,,,,,,,,10/25/1994,07/21/1995,,07/05/2002,,Sovereign,S,,,Adj Dec06 - listed in Dec06 - ADB admin 2277(L).  File to OAS Feb08.,
1329,Asian Development Bank,"Norway,NDF",1994,1994.0,,1329,,,,LAO,Theun-Hinboun Hydropower,SERD,,11/08/1994,0.0,60.0,0.0,,60.0,,,,,,,,,,ADF,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1329,Asian Development Bank,"Norway,NDF",1994,1994.0,,1329,,,,LAO,Theun-Hinboun Hydropower,SERD,,11/08/1994,0.0,60.0,0.0,,60.0,,,,,,,,,,ADF,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1329,NDF,NDF,1994,1994.0,,1329,,,,LAO,Theun-Hinboun Hydropower,SERD,,11/08/1994,,,,,0.0,,7.25,,7.25,Non-DVA,,,Multilateral,Loan,ADF,3200.0,Energy,,,,,,,,11/08/1994,,,,,Sovereign,,,,"PCR, 14Dec00",
1329,NORAD,Norway,1994,1994.0,,1329,,,,LAO,Theun-Hinboun Hydropower,SERD,,11/08/1994,,,,,0.0,,7.25,,7.25,Non-DVA,,,Bilateral,Loan,ADF,3200.0,Energy,,,,,,,,11/08/1994,,,,,Sovereign,,,,,
1331,Asian Development Bank,"Australia,Germany,World Bank,EC",1994,1994.0,,1331,,,,PHI,Women's Health & Safe Motherhood,SERD,SESS,11/10/1994,0.0,54.0,0.0,,54.0,,,,,,,,,,ADF,3400.0,Health and Social Protection,,,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
1331,Asian Development Bank,"Australia,Germany,World Bank,EC",1994,1994.0,,1331,,,,PHI,Women's Health & Safe Motherhood,SERD,SESS,11/10/1994,0.0,54.0,0.0,,54.0,,,,,,,,,,ADF,3400.0,Health and Social Protection,,,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
1331,Asian Development Bank,"Australia,Germany,World Bank,EC",1994,1994.0,,1331,,,,PHI,Women's Health & Safe Motherhood,SERD,SESS,11/10/1994,0.0,54.0,0.0,,54.0,,,,,,,,,,ADF,3400.0,Health and Social Protection,,,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
1331,Asian Development Bank,"Australia,Germany,World Bank,EC",1994,1994.0,,1331,,,,PHI,Women's Health & Safe Motherhood,SERD,SESS,11/10/1994,0.0,54.0,0.0,,54.0,,,,,,,,,,ADF,3400.0,Health and Social Protection,,,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
1331,Australia,Australia,1994,1994.0,,1331,,,,PHI,Women's Health & Safe Motherhood,SERD,SESS,11/10/1994,,,,,0.0,10.55,,,10.55,Non-DVA,,,Bilateral,Grant,ADF,3400.0,Health and Social Protection,,,,,,,,11/10/1994,,,,,Sovereign,,,,,
1331,EC,EC,1994,1994.0,,1331,,,,PHI,Women's Health & Safe Motherhood,SERD,SESS,11/10/1994,,,,,0.0,13.0,,,13.0,Non-DVA,,,Multilateral,Grant,ADF,3400.0,Health and Social Protection,,,,,,,,11/10/1994,,,,,Sovereign,,,,,
1331,KfW,Germany,1994,1994.0,,1331,,,,PHI,Women's Health & Safe Motherhood,SERD,SESS,11/10/1994,,,,,0.0,14.23,,,14.23,Non-DVA,,,Bilateral,Grant,ADF,3400.0,Health and Social Protection,,,,,,,,11/10/1994,,,,,Sovereign,,,,,
1331,World Bank,World Bank,1994,1994.0,,1331,,,,PHI,Women's Health & Safe Motherhood,SERD,SESS,11/10/1994,,,,,0.0,,18.0,,18.0,Non-DVA,,,Multilateral,Loan,ADF,3400.0,Health and Social Protection,,,,,,,,11/10/1994,,,,,Sovereign,,,,,
1333,Asian Development Bank,EIB,1994,1994.0,,1333,,,,PHI,Airport Development,SERD,SEID,11/24/1994,39.75,0.0,0.0,,39.75,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1333,EIB,EIB,1994,1994.0,,1333,,,,PHI,Airport Development,SERD,SEID,11/24/1994,,,,,0.0,,23.19,,23.19,Non-DVA,,,Multilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,11/24/1994,,,,,Sovereign,,,,PCR Dec05. Adj Dec07 EIB from31.30 to $23.19,
1334,Asian Development Bank,"Denmark,NDF",1994,1994.0,,1334,,,,MON,Power Rehabilitation,EARD,,11/24/1994,0.0,37.46,0.0,,37.46,,,,,,,,,,ADF,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
