Cofinancier,Approval Year,Product Approval Number,Approval Numbers,Proj No,Country Mnemomic,Project Title,Department,Division,ApprovalDate,TotalCofinancing,CofinancingType,AgreementType,AdministrativeArrangement,SourceClassification,Type,Sector,Sov-NonSov
Malaysia,2006,,2288/2602/0187,37269-023,CAM,Greater Mekong Subregion: Rehabilitation of the Railway in Cambodia,SERD,SEID,12/13/2006,2.8,Non-DVA,,,Bilateral,Grant,Transport and ICT,Sovereign
MDTF-WFPF,,,,,,,,,,4.56,,,,,,,
MDTF-WFPF,2008,131,2466/0131,40007,UZB,Surkhandarya Water Supply and Sanitation,CWRD,,11/03/2008,1.5,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,Water and Other Municipal Infrastructure and Services,Sovereign
MDTF-WFPF,2009,147,2511/0147,41013,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,1.2,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,Water and Other Municipal Infrastructure and Services,Sovereign
MDTF-WFPF,2009,159,2550/0159,42382-013,PRC,Liaoning Small Cities and Towns Development Demonstration Sector,EARD,,09/18/2009,0.25,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,Transport,Sovereign
MDTF-WFPF,2009,171,2574/0171,40641,PRC,Hebei Small Cities and Towns Development Sector,EARD,,11/06/2009,0.25,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,Water and Other Municipal Infrastructure and Services,Sovereign
MDTF-WFPF,2009,188,2607/0188/0189,38662,PRC,Shanxi Integrated Agricultural Development,EARD,,12/16/2009,0.5,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,Agriculture and Natural Resources,Sovereign
MDTF-WFPF,2009,190,2606,42383-023,PRC,Shanxi Small Cities and Towns Development Demonstration Sector,EARD,,12/18/2009,0.25,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,"Agriculture, Natural Resources and Rural Development",Sovereign
MDTF-WFPF,2014,387,2795/0263/0387,43072-013,KIR,South Tarawa Sanitation Improvement Sector ﾖ Additional Financing,PARD,PAUS,05/14/2014,0.61,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,Water and Other Urban Infrastructure and Services,Sovereign
NDF,,,,,,,,,,211.34,,,,,,,
NDF,1992,,1185,,PAK,Provincial Highways,CWRD,,11/05/1992,5.4,Non-DVA,,,Multilateral,Loan,Transport and ICT,Sovereign
NDF,1993,,1266,26366,LAO,Airports Improvement,SERD,SEID,11/18/1993,6.8,Non-DVA,,,Multilateral,Loan,Transport and ICT,Sovereign
NDF,1994,,1300/2194(L),,MON,Telecommunications,EARD,EATC,06/16/1994,6.74,Non-DVA,,,Multilateral,Loan,Transport and ICT,Sovereign
NDF,1994,,1329,,LAO,Theun-Hinboun Hydropower,SERD,,11/08/1994,7.25,Non-DVA,,,Multilateral,Loan,Energy,Sovereign
NDF,1994,,1334,,MON,Power Rehabilitation,EARD,,11/24/1994,5.45,Non-DVA,,,Multilateral,Loan,Energy,Sovereign
NDF,1996,,1430,,NEP,Himal Power,PSOD,PSOD,01/23/1996,3,Non-DVA,,,Multilateral,Loan,Energy,Non-Sovereign
NDF,1996,,1443,,KGZ,Power & District Heating Rehab.,CWRD,,11/01/1996,5.2,Non-DVA,,,Multilateral,Loan,Energy,Sovereign
NDF,1996,,1478,,BAN,Jamuna Bridge Access Roads,SARD,SAID,08/13/1996,2.14,Non-DVA,,,Multilateral,Loan,Transport and ICT,Sovereign
NDF,1997,,1532,,MLD,Third Power Systems Development,SARD,SAEN,09/01/1997,5.1,Non-DVA,,,Multilateral,Loan,Energy,Sovereign
NDF,1997,,1538,,BAN,Urban Primary Health Care,SARD,SASS,09/16/1997,1.64,Non-DVA,,,Multilateral,Loan,Health and Social Protection,Sovereign
NDF,1997,,1558,,LAO,Power Transmission and Distribution,SERD,,09/30/1997,6.86,Non-DVA,,,Multilateral,Loan,Energy,Sovereign
NDF,1998,,1655,,VIE,Vocational and Technical Education,SERD,,12/11/1998,6.35,Non-DVA,,,Multilateral,Loan,Education,Sovereign
NDF,1999,,1707,,SRI,Skills Development,SARD,SASS,10/28/1999,6.71,Non-DVA,,,Multilateral,Loan,Education,Sovereign
NDF,1999,,1708,,BAN,Southwest Road Network Development,SARD,,09/08/1999,3.89,Non-DVA,,,Multilateral,Loan,Transport and ICT,Sovereign
NDF,1999,,1711,26522-01,SRI,Southern Transport Dev,SARD,SAID,09/08/1999,6.7,Non-DVA,,,Multilateral,Loan,Transport and ICT,Sovereign
NDF,2000,8235,1820/8235,31624,NEP,Melamchi Water Supply,SARD,SASS,12/21/2000,10.5,DVA,PS,Partial Administration,Multilateral,Loan,Water and Other Municipal Infrastructure and Services,Sovereign
NDF,2000,,1750,,PHI,Technical Education and Skills Development,SERD,,08/24/2000,8,Non-DVA,,,Multilateral,Loan,Education,Sovereign
NDF,2000,,1756,,SRI,Secondary Education Modernization,SARD,SASS,09/28/2000,6.45,Non-DVA,,,Multilateral,Loan,Education,Sovereign
NDF,2001,,1836,,MON,Social Security Sector Development Program (Investment Loan),EARD,EAGF,08/28/2001,4,Non-DVA,,,Multilateral,Loan,Health and Social Protection,Sovereign
NDF,2001,,1843,,PHI,Mindanao Basic Urban Services Sector,SERD,SESS,09/27/2001,6,Non-DVA,,,Multilateral,Loan,Water and Other Municipal Infrastructure and Services,Sovereign
NDF,2001,,1884-1885,,BAN,West Zone Power System Development,SARD,,12/17/2001,10,Non-DVA,,,Multilateral,Loan,Energy,Sovereign
NDF,2002,,1908,,MON,Second Education Development,EARD,EASS,08/06/2002,4.8,Non-DVA,,,Multilateral,Loan,Education,Sovereign
NDF,2002,,1942-1943,,BAN,Dhaka Clean Fuel,SARD,SAID,11/26/2002,9.3,Non-DVA,,,Multilateral,Loan,Energy,Sovereign
NDF,2003,,2005,31341,LAO,Northern Area Rural Power Distribution,SERD,SEID,09/18/2003,13.04,Non-DVA,,,Multilateral,Loan,Energy,Sovereign
NDF,2003,,2039,36205-02,BAN,Power Sector Development Program (Project Loan),SARD,SAEN,12/10/2003,9.6,Non-DVA,,,Multilateral,Loan,Energy,Sovereign
NDF,2003,,2052,34390,CAM,Greater Mekong Subregion Transmission,SERD,SEID,12/15/2003,11,Non-DVA,,,Multilateral,Loan,Energy,Sovereign
NDF,2004,,2085/8217,30271,LAO,Roads for Rural Development,SERD,SEID,06/28/2004,7.3,Non-DVA,,,Multilateral,Loan,Transport and ICT,Sovereign
NDF,2005,,2195,34356,VIE,Central Region Transport Networks Improvement Sector,SERD,SEID,11/11/2005,13.92,Non-DVA,,,Multilateral,Loan,Transport and ICT,Sovereign
NDF,2010,2670 (CG),2670,42334,CAM,Rural Roads Improvement,SERD,SETU,09/23/2010,5.4,DVA,Others,Collaborative,Multilateral,Grant,Transport and ICT,Sovereign
NDF,2011,2789 (CG),2789,41433-013,VIE,Transport Connections in Northern Mountainous Provinces,SERD,SETC,09/30/2011,2.78,DVA,,Collaborative,Multilateral,Grant,Transport and ICT,Sovereign
NDF,2013,358,0357/0358,44214-024,NEP,Building Climate Resilience of Watersheds in Mountain Eco-Regions,SARD,SAER,09/23/2013,4.63,DVA,FW,Partial Administration,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
NDF,2014,401,3151/401/402/466/467/8299/8300,42334-014,CAM,Rural Roads Improvement II,SERD,SETC,08/08/2014,5.4,DVA,FW,Full Administration,Multilateral,Grant,Transport,Sovereign
Neighbourhood Investment Facility,,,,,,,,,,7.9,,,,,,,
Neighbourhood Investment Facility,2013,2993 (CG),2993,42145-043,ARM,North-South Road Corridor Investment ProgramﾗTranche 3,CWRD,CWTC,09/27/2013,7.9,DVA,Others,Collaborative,Multilateral,Grant,Transport,Sovereign
Netherlands,,,,,,,,,,459.54,,,,,,,
Netherlands,1984,,712,,SRI,Plantation Sector,SARD,SAAE,11/01/1984,8.3,Non-DVA,,,Bilateral,Loan,Agriculture and Natural Resources,Sovereign
Netherlands,1984,,714,,BAN,Second Natural Gas Development,SARD,,12/06/1984,7.8,Non-DVA,,,Bilateral,Loan,Energy,Sovereign
Netherlands,1985,,768,,INO,Second Bandung Urban Development,SERD,,12/12/1985,6.01,Non-DVA,,,Bilateral,Loan,Multisector,Sovereign
Netherlands,1987,,0860-0861,,INO,Third Irrigation Sector,SERD,,11/17/1987,7.5,Non-DVA,,,Bilateral,Loan,Agriculture and Natural Resources,Sovereign
Netherlands,1992,1842(L),1137/1633(L)/1842(L),24250,PHI,Second NGO Microcredit (Supplementary),SERD,,05/29/1992,1.8,DVA,PS,Full Administration,Bilateral,Grant,Finance,Sovereign
Netherlands,1994,2193,2193(L),,IND,Energy Efficiency Support,SARD,SARD,10/27/1994,3,DVA,PS,Full Administration,Bilateral,Grant,Energy,Sovereign
Netherlands,1994,,1301,,PAK,Social Action Program (Sector),CWRD,,06/23/1994,13,Non-DVA,,,Bilateral,Loan,Multisector,Sovereign
Netherlands,1996,2563(L),1403/2563(L),23319,PAK,Forestry Sector,CWRD,,04/30/1996,14.15,DVA,,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,1996,2564,1381/2564,,BAN,Beneficiary Participation and Project Management,SARD,AWAR,05/02/1996,6.8,DVA,PS,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,1996,,1493,,PAK,Social Action Program (Sector) Project II,CWRD,,11/28/1996,35,Non-DVA,,,Bilateral,Loan,Multisector,Sovereign
Netherlands,1997,2852,1515/2852(L),29204,VIE,Forestry Sector,SERD,SEAE,08/20/1997,7,DVA,PS,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,1999,3300,1643/3158(L)/3300(L),30032,BAN,Sundarbans Biodiversity Conservation (Supplementary),SARD,SAAE,11/10/1999,3.5,DVA,PS,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,2000,3477(L),1716/3477(L),31287,SRI,Coastal Resource Management,SARD,SAOC,08/04/2000,12.76,DVA,PS,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,2001,3778(L),1767/3519(L)/3778(L),31381,SRI,Protected Area Management and Wildlife Conservations,SARD,,09/13/2001,4,DVA,PS,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,2001,2564,1381/2564,,BAN,Beneficiary Participation and Project Management (Supplementary),SARD,AWAR,02/14/2001,0.2,DVA,PS,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,2001,3683,1831/3683(L),30209,BAN,Small Scale Water Resources Development Sector II,SARD,SAAE,07/12/2001,24.3,DVA,PS,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,2001,3742 (L),1846/3742(L),34442,SRI,North East Community Restoration and Development,SARD,SAOC,10/16/2001,0.5,DVA,,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,2002,3892,1855/3892(L),30292,VIE,Second Red River Basin Sector,SERD,SEAE,06/27/2002,10.6,DVA,PS,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,2002,4008,1953/4007(L)/4008(L),35274,CAM,Commune Council Development,SERD,SEGF,12/03/2002,2.4,DVA,PS,Full Administration,Bilateral,Grant,Public Sector Management,Sovereign
Netherlands,2002,4022,1964/4022(L),35261,INO,Sustainable Capacity Building for Decentralization,SERD,IRM,12/10/2002,8.54,DVA,PS,Full Administration,Bilateral,Grant,Public Sector Management,Sovereign
Netherlands,2002,4032,1974/4032(L),31328,IND,Modernizing Government and Fiscal Reform in Kerala,SARD,SAGF,12/16/2002,50,DVA,PS,Full Administration,Bilateral,Grant,Public Sector Management,Sovereign
Netherlands,2003,4209(L),2015/4209(L),30216,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,50,DVA,PS,Full Administration,Bilateral,Grant,Education,Sovereign
Netherlands,2003,4299,2064/2065/4299(L),32359,INO,Participatory Irrigation Sector,SERD,SEAE,12/18/2003,15,DVA,PS,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,2003,,2027,33249,SRI,North East Coastal Community Development,SARD,SAAE,11/28/2003,1.5,Non-DVA,,,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,2004,24,2126/2127/0024,35144,INO,State Audit Reform Sector Development Program,SERD,IRM,12/13/2004,5,DVA,PS,Full Administration,Bilateral,Grant,Public Sector Management,Sovereign
Netherlands,2004,4560(L),2109/4560(L),37135,PAK,Supporting Public Resource Management Reforms in Balochistan,CWRD,SAGF,11/26/2004,1.92,DVA,PS,Full Administration,Bilateral,Grant,Public Sector Management,Sovereign
Netherlands,2004,,2123,,VIE,Support to Implementation of Poverty Reduction Program,SERD,VRM,12/09/2004,5,Non-DVA,,,Bilateral,Grant,Public Sector Management,Sovereign
Netherlands,2005,2,2,,INO,Earthquake and Tsunami Emergency Support,SERD,SEAE,04/07/2005,3.5,DVA,PS,Full Administration,Bilateral,Grant,Multisector,Sovereign
Netherlands,2005,3,2163/2164/0003,34152,INO,Community Water Services and Health,SERD,SESS,04/07/2005,5,DVA,PS,Full Administration,Bilateral,Grant,Water and Other Municipal Infrastructure and Services,Sovereign
Netherlands,2005,36,2200/0036/3302/0441,34418,BAN,Southwest Area Integrated Water Resources Planning and Management,SARD,SAAE,11/23/2005,12.5,DVA,PS,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,2005,38,2156/0038/0039,38625,BAN,Emergency Flood Damage Rehabilitation,SARD,BRM,01/20/2005,13,DVA,PS,Full Administration,Bilateral,Grant,Multisector,Sovereign
Netherlands,2005,,2194,,VIE,Support to Implementation on Poverty Reduction Program II,SERD,VRM,11/03/2005,9.8,Non-DVA,PS,,Bilateral,Grant,Multisector,Sovereign
Netherlands,2006,45,2167/0006/0011/0045/8221,39144,SRI,Tsunami-Affected Areas Rebuilding Project (Supplementary),SARD,,06/26/2006,8.74,DVA,,Full Administration,Bilateral,Grant,Multisector,Sovereign
Netherlands,2006,47,1863/0047,31137,INO,Decentralized Basic Education,SERD,,03/14/2006,28,DVA,,Full Administration,Bilateral,Grant,Education,Sovereign
Netherlands,2006,64,2264/0064,40009,INO,Infrastructure Reform Sector Development Program (Project Loan),SERD,IRM,11/21/2006,7.56,DVA,PS,Full Administration,Bilateral,Grant,Multisector,Sovereign
Netherlands,2007,,2352,,VIE,Support the Implementation of Poverty Reduction Program IV,SERD,VRM,10/02/2007,16,Non-DVA,,,Bilateral,Grant,Multisector,Sovereign
Netherlands,2008,130,2477/0129-0130,37381,SRI,Dry Zone Urban Water and Sanitation,SARD,SAUD,11/28/2008,2,DVA,,Full Administration,Bilateral,Grant,Water and Other Municipal Infrastructure and Services,Sovereign
Netherlands,2009,146,2409/0110/0146/8233/8239,41657,BAN,Emergency Disaster Damage Rehabilitation (Sector) (Supplementary),SARD,BRM,02/03/2009,24,DVA,,Full Administration,Bilateral,Grant,Multisector,Sovereign
Netherlands,2009,147,2511/0147,41013,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,0.8,DVA,,Full Administration,Bilateral,Grant,Water and Other Municipal Infrastructure and Services,Sovereign
Netherlands,2010,0228 (CG),228,,BHU,Rural Renewable Energy Development,SARD,,10/29/2010,0.27,DVA,,Collaborative,Bilateral,Grant,Energy,Sovereign
Netherlands,2010,,233,,NEP,Raising Incomes of Small and Medium Farmers,SARD,,11/24/2010,0.49,Non-DVA,,,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
Netherlands,2014,396,3138/0396,44167-014,BAN,Flood and Riverbank Erosion Risk Management Investment Program ﾖ Project 1,SARD,SAER,07/03/2014,15.3,DVA,PS,Full Administration,Bilateral,Grant,"Agriculture, Natural Resources and Rural Development",Sovereign
"Netherlands,Netherlands",2015,,2200/0036/3302/0441,34418,BAN,Southwest Area Integrated Water Resources Planning and ManagementﾗAdditional Financing,SARD,SAAE,09/30/2015,7,DVA,PS,Full Administration,Bilateral,Grant,"Agriculture, Natural Resources and Rural Development",Sovereign
New Zealand,,,,,,,,,,99.93,,,,,,,
New Zealand,1976,,289,,SOL,Beef Cattle Development,PARD,,12/21/1976,0.11,Non-DVA,,,Bilateral,Loan,Agriculture and Natural Resources,Sovereign
New Zealand,1977,,311,,SOL,Fisheries Development,PARD,,10/13/1977,0.2,Non-DVA,,,Bilateral,Loan,Agriculture and Natural Resources,Sovereign
New Zealand,1977,,328,,SAM,Coconut Oil Mill,PARD,,12/13/1977,0.39,Non-DVA,,,Bilateral,Loan,Agriculture and Natural Resources,Sovereign
New Zealand,1980,,507,,SAM,Forestry Development,PARD,,12/22/1980,1.28,Non-DVA,,,Bilateral,Loan,Agriculture and Natural Resources,Sovereign
New Zealand,1999,,1718,,VIE,Teacher Training,SERD,SESS,11/01/1999,0.49,Non-DVA,,,Bilateral,Grant,Education,Sovereign
New Zealand,2005,32,2220/0031/0032,34285,SAM,Education Sector II,PARD,PAHQ,12/16/2005,8.6,DVA,PS,Partial Administration,Bilateral,Grant,Education,Sovereign
New Zealand,2006,42,42,,PNG,HIV/AIDS Prevention and Control in Rural Development Enclaves,PARD,PAHQ,04/25/2006,3.5,DVA,PS,Full Administration,Bilateral,Grant,Health and Social Protection,Sovereign
New Zealand,2006,44,1823/G0043/G0044,34513,SOL,Post-Conflict Emergency Rehabilitation (Supplementary),PARD,PARD,02/08/2006,6.5,DVA,PS,Full Administration,Bilateral,Grant,Multisector,Sovereign
New Zealand,2006,50,0049/50,39581-012,SOL,Road Improvement (Sector),PARD,PLCO,08/08/2006,9.75,DVA,,Full Administration,Bilateral,Grant,Transport and ICT,Sovereign
New Zealand,2010,207,0175/0176/0177/0207/0210,43381,SOL,Second Road Improvement (Sector) (Supplementary),PARD,,05/20/2010,0.36,DVA,,Full Administration,Bilateral,Grant,Transport and ICT,Sovereign
New Zealand,2010,,243,,SOL,Transport Sector Development,PARD,,12/15/2010,30,DVA,,Collaborative,Bilateral,Grant,Transport and ICT,Sovereign
New Zealand,2011,273,2820/3249/0273/0427,42392-013,VAN,Interisland Shipping Support,PARD,,11/30/2011,12.6,DVA,,Partial Administration,Bilateral,Grant,Transport and ICT,Sovereign
New Zealand,2012,50,0049/50,39581-012,SOL,Road Improvement (Sector) (3rd Supplementary),PARD,PLCO,11/27/2012,0.89,DVA,PS,Full Administration,Bilateral,Grant,Transport and ICT,Sovereign
New Zealand,2012,288,9163/0288,41504-024,PNG,Improved Energy Access for Rural Communities,PARD,PATE,04/19/2012,2.5,DVA,PS,Full Administration,Bilateral,Grant,Energy,Sovereign
New Zealand,2012,293,0127/0292/0293,40263-033,SOL,Domestic Maritime Support (Sector) (Supplementary),PARD,PLCO,05/23/2012,2.5,DVA,,Full Administration,Bilateral,Grant,Transport,Sovereign
New Zealand,2014,293,0127/0292/0293,40263-033,SOL,Domestic Maritime Support (Sector) (Supplementary),PARD,PLCO,06/17/2014,2.5,DVA,PS,Full Administration,Bilateral,Grant,Transport,Sovereign
New Zealand,2015,293,0127/0292/0293,40263-033,SOL,Domestic Maritime Support (Sector)ﾖAdditional Cofinancing,PARD,PLCO,04/28/2015,0.29,DVA,PS,Full Administration,Bilateral,Grant,Transport,Sovereign
New Zealand,2015,427,2820/3249/0273/0427,42392-013,VAN,Interisland Shipping SupportﾗAdditional Financing,PARD,PLCO,02/27/2015,4.65,DVA,PS,Partial Administration,Bilateral,Grant,Transport,Sovereign
New Zealand,2015,,442,47318-001,TUV,Strengthened Fiscal Sustainability Program,PARD,SPSO,09/30/2015,0.4,DVA,PS,Collaborative,Bilateral,Grant,Public Sector Management,Sovereign
"New Zealand,New Zealand",2014,390,0389/0390,48192-001,TON,Cyclone Ian Recovery,PARD,PATE,05/16/2014,4.27,DVA,PS,Full Administration,Bilateral,Grant,Energy,Sovereign
"New Zealand,New Zealand",2014,,416,47314-001,KIR,Strengthening Fiscal Stability Program,PARD,SPSO,11/28/2014,0.9,DVA,PS,Collaborative,Bilateral,Grant,Public Sector Management,Sovereign
"New Zealand,New Zealand",2015,457,0456/0457,46044-003,SAM,Renewable Energy Development and Power Sector RehabilitationﾗAdditional Financing,PARD,PATE,11/18/2015,2.49,DVA,PS,Full Administration,Bilateral,Grant,Energy,Sovereign
"New Zealand,New Zealand",2015,,469,41504,PNG,Town Electrification Investment Program-Tranche 1ﾗAdditional Financing,PARD,PATE,12/09/2015,4.77,DVA,PS,Full Administration,Bilateral,Grant,Energy,Sovereign
NIB,,,,,,,,,,48.5,,,,,,,
NIB,1980,,505,,PAK,Load Despatch and Transmission,CWRD,,12/22/1980,7,Non-DVA,,,Multilateral,Loan,Energy,Sovereign
NIB,1986,,797,,INO,Eighth Port,SERD,,11/18/1986,14.5,Non-DVA,,,Multilateral,Loan,Transport and ICT,Sovereign
NIB,2005,,2161,,LAO,Nam Theun 2 Power Company Limited for the GMS Nam Theun 2 Hydroelecric Project,PSOD,PSIF,04/04/2005,27,Non-DVA,,,Multilateral,Loan,Energy,Sovereign
Norway,,,,,,,,,,309.09,,,,,,,
Norway,1979,,414,46455-002,,Upper Warangoi Hydropower,PARD,PARD,08/27/1979,7.75,Non-DVA,,,Bilateral,Loan,Energy,Sovereign
Norway,1980,,505,,PAK,Load Despatch and Transmission,CWRD,,12/22/1980,3.6,Non-DVA,,,Bilateral,Loan,Energy,Sovereign
Norway,1981,0542 (FG),542,14033,PHI,Rural Electrification,SERD,,11/17/1981,5.03,DVA,,Full Administration,Bilateral,Grant,Energy,Sovereign
Norway,1981,,510,,BAN,Community Schools,SARD,SASS,04/21/1981,3,Non-DVA,,,Bilateral,Loan,Education,Sovereign
Norway,1981,,542,14033,PHI,Rural Electrification,SERD,,11/17/1981,6.55,Non-DVA,,,Bilateral,Grant,Energy,Sovereign
Norway,1982,,605,,MAL,Mini Hydropower (Sector),SERD,,11/25/1982,2,Non-DVA,,,Bilateral,Loan,Energy,Sovereign
Norway,1984,,684,,BAN,Second Railway,SARD,,06/26/1984,17,Non-DVA,,,Bilateral,Loan,Transport and ICT,Sovereign
Norway,1984,,712,,SRI,Plantation Sector,SARD,SAAE,12/04/1984,5.5,Non-DVA,,,Bilateral,Loan,Agriculture and Natural Resources,Sovereign
